name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),354397713.00,3.182057,None,0.00,0.000002,10,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),419198280.00,3.242216,None,0.00,0.000003,12,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),482613931.00,3.267155,None,0.00,0.000002,14,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),542436936.00,3.304410,None,0.00,0.000001,16,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),599582026.00,3.335382,None,0.00,0.000002,18,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),668256033.00,3.364933,None,0.00,0.000001,20,24
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),350389927.00,3.189576,None,0.00,0.000002,10,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),421439216.00,3.225584,None,0.00,0.000001,12,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),476864882.00,3.287512,None,0.00,0.000001,14,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),545490686.00,3.292337,None,0.00,0.000003,16,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),611194197.00,3.400086,None,0.00,0.000001,18,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),666698553.00,3.405589,None,0.00,0.000001,20,25
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),357179873.00,3.182794,None,0.00,0.000002,10,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),419873319.00,3.234865,None,0.00,0.000001,12,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),479326658.00,3.260561,None,0.00,0.000002,14,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),545313617.00,3.302932,None,0.00,0.000002,16,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),603478051.00,3.357917,None,0.00,0.000002,18,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),666343663.00,3.374709,None,0.00,0.000001,20,26
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),354672055.00,3.177509,None,0.00,0.000001,10,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),417651251.00,3.235328,None,0.00,0.000003,12,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),482171919.00,3.245100,None,0.00,0.000002,14,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),541875992.00,3.308349,None,0.00,0.000001,16,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),602303074.00,3.343152,None,0.00,0.000002,18,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),666194178.00,3.385118,None,0.00,0.000001,20,27
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),356145551.00,3.181228,None,0.00,0.000001,10,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),420594699.00,3.230837,None,0.00,0.000002,12,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),482580494.00,3.295812,None,0.00,0.000001,14,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),542318884.00,3.342655,None,0.00,0.000002,16,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),605404187.00,3.362325,None,0.00,0.000013,18,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),663143454.00,3.374827,None,0.00,0.000003,20,28
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),351274487.00,3.208215,None,0.00,0.000001,10,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),415162618.00,3.230725,None,0.00,0.000003,12,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),481980555.00,3.282844,None,0.00,0.000003,14,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),545839059.00,3.302189,None,0.00,0.000003,16,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),602169929.00,3.347758,None,0.00,0.000001,18,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),669027964.00,3.377790,None,0.00,0.000002,20,29
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),355595061.00,3.189197,None,0.00,0.000002,10,30
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),421086933.00,3.210361,None,0.00,0.000003,12,30
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),485772719.00,3.261665,None,0.00,0.000001,14,30
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),543240871.00,3.307898,None,0.00,0.000002,16,30
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),603688853.00,3.357953,None,0.00,0.000002,18,30
instances/large/usa13509.tsp,13509,Random Nearest Neighbor (RNN),662251997.00,3.373946,None,0.00,0.000003,20,30
