name,n,constructive method, constructive distance, constructive calc time, local search method, localsearch distance, localsearch time, alpha, random seed
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2270128.00,0.030739,None,0.00,0.000002,16,22
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2462013.00,0.026982,None,0.00,0.000001,18,22
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2729762.00,0.027222,None,0.00,0.000001,20,22
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1473955.00,0.028386,None,0.00,0.000002,10,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1723105.00,0.027008,None,0.00,0.000002,12,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2020068.00,0.027247,None,0.00,0.000002,14,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2223137.00,0.026494,None,0.00,0.000001,16,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2436548.00,0.025435,None,0.00,0.000002,18,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2740175.00,0.027914,None,0.00,0.000002,20,23
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1480041.00,0.026548,None,0.00,0.000002,10,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1688196.00,0.027056,None,0.00,0.000001,12,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2027615.00,0.027523,None,0.00,0.000002,14,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2242578.00,0.029388,None,0.00,0.000002,16,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2475319.00,0.026735,None,0.00,0.000002,18,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2743051.00,0.026095,None,0.00,0.000002,20,24
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1477119.00,0.026981,None,0.00,0.000002,10,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1769612.00,0.025867,None,0.00,0.000001,12,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2051302.00,0.027247,None,0.00,0.000002,14,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2210550.00,0.026125,None,0.00,0.000002,16,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2460551.00,0.028020,None,0.00,0.000002,18,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),2737657.00,0.026706,None,0.00,0.000002,20,25
instances/medium/rl1304.tsp,1304,Random Nearest Neighbor (RNN),1477262.00,0.025881,None,0.00,0.000002,10,26
